"gene","FS","FR","PS","PR","Tsil","Trepl","nout","npop","BSnIPRE.class","BSnIPRE.est","BSnIPRE.lbound","BSnIPRE.ubound","BSnIPRE.pneg","BSnIPRE.Rest","BSnIPRE.Rlbound","BSnIPRE.Rubound","BSnIPRE.Rclass","BSnIPRE.tau","BSnIPRE.theta","BSnIPRE.gamma","BSnIPRE.f","BSnIPRE.f.lb","BSnIPRE.f.ub","BSnIPRE.f.class"
"GB40020",5,0,0,0,177.333333333,479.666666667,1,11,"neut",-0.726260300129079,-1.96621974758342,0.475737224513603,0.873866666666667,-2.34844019769745,-4.08002153879322,-0.765950756758323,"neg",13.6982829753201,0.00198023883166569,-0.925084089076081,0.0955289651992074,0.0169066422152696,0.464888860730341,"neg"
"GB40021",23,37,5,12,986,3391,1,11,"neut",-0.322293075188242,-1.11588283590226,0.442275043695583,0.796533333333333,-0.515967314385668,-1.29956916108433,0.293651356217203,"neut",10.695492885369,0.00205986793583082,-0.44692680676605,0.596920741346414,0.272641550460186,1.34131574446379,"neut"
"GB40022",9,8,1,4,212,658,1,11,"neut",-0.281546900571607,-1.28929524956504,0.733590523845634,0.707733333333333,-0.786239827119931,-1.89341050970837,0.397611011003427,"neut",7.80741484330498,0.00333629194057439,-0.402330175845639,0.455552581589168,0.150557030599122,1.48827512770882,"neut"
"GB40023",0,1,0,4,67,185,1,11,"neut",-0.957593279171942,-2.12273519562466,0.154434303436044,0.949333333333333,-0.0607749820568577,-1.45118788500968,1.37533815866362,"neut",2.94044711898675,0.00459437951046823,-1.42130006690639,0.941027974864683,0.234290176078482,3.95642047327625,"neut"
"GB40024",0,4,1,2,60,195,1,11,"neut",-0.190477448784054,-1.37920126328569,1.00641881343267,0.622133333333333,-0.471339811590074,-1.98484682624409,0.96256466124774,"neut",3.32955615588471,0.00524067680470254,-0.304635470009734,0.624164787344803,0.137397652447886,2.61840212340431,"neut"
"GB40025",0,0,1,0,61,170,1,11,"neut",-0.443006924329099,-1.77637180560912,0.760534644760054,0.7584,-2.27291685142572,-4.18360044974781,-0.424627021891788,"neg",4.83103023331304,0.004842430751077,-0.644601613639428,0.10300681982214,0.0152433430127515,0.654013403745734,"neg"
"GB40026",6,0,9,5,232.666666667,652.333333333,1,11,"neut",-0.695596840174355,-1.8112314045216,0.351536296625239,0.910133333333333,-1.89896175015688,-2.98591935774899,-0.883341475944879,"neg",1.02022438322237,0.0123814583508538,-1.35530939633893,0.14972349577042,0.0505045759548799,0.413399067915889,"neg"
"GB40027",33,17,49,16,951,2721,1,11,"neut",0.356919478087059,-0.330230318315757,0.990477797239136,0.1584,-2.12992962468751,-2.67476388491884,-1.59688461513338,"neg",0.948923849658203,0.0169016798785446,0.844540346285118,0.118844633230454,0.0689210642481887,0.2025191194061,"neg"
"GB40028",26,15,4,5,708.333333333,2057.66666667,1,11,"neut",-0.297769067888301,-1.20107383643689,0.578342587570825,0.739733333333333,-1.27230486711041,-2.14569389724923,-0.343017644811288,"neg",11.3138738594997,0.00263021746829093,-0.4135396747476,0.280179327430618,0.116986032701684,0.709612549758626,"neg"
"GB40029",17,5,1,1,450.333333333,1190.66666667,1,11,"neut",-0.373124690668975,-1.44495212182346,0.772713684718836,0.750933333333333,-1.85424603871476,-3.18534834167989,-0.576307956400446,"neg",17.4405035874836,0.00180551904344966,-0.499930923777525,0.156570795589781,0.0413833951327881,0.561958636850727,"neg"
"GB40030",9,5,1,0,331,977,1,11,"neut",-0.272143403118418,-1.3767577708942,0.867634653807154,0.6816,-1.7535502283471,-3.12763551379033,-0.49354292431591,"neg",15.8640048662194,0.00172574237649679,-0.373560955433487,0.173183708458691,0.0438257403285423,0.610458574196222,"neg"
"GB40031",1,0,1,0,92,268,1,11,"neut",-0.501159803101106,-1.718307504175,0.675458882177083,0.786933333333333,-2.31835350881093,-4.18112691509119,-0.550366839980582,"neg",5.90440450712176,0.003992513128246,-0.706265717897069,0.0984368462628954,0.0152810893914914,0.576732725547133,"neg"
"GB40032",7,3,0,0,190.666666667,589.333333333,1,11,"neut",-0.271299105008856,-1.46544250710205,0.946047646388543,0.6824,-1.92976495912236,-3.51096866690867,-0.46106653552775,"neg",16.4938535772993,0.00184467337848964,-0.371857408679893,0.145181178641083,0.029867691810751,0.630610204276706,"neg"
"GB40033",39,17,15,10,1052.33333333,3060.66666667,1,11,"neut",-0.216266075670118,-0.955835424739897,0.483434154579108,0.732,-1.62085342926281,-2.29980463203636,-0.968657593271112,"neg",5.66519562474532,0.00507518821078681,-0.322218994033655,0.197736240393438,0.100292966497911,0.379592655780818,"neg"
"GB40034",0,2,1,2,35.6666666667,87.3333333333,1,11,"neut",-0.244939981101953,-1.4508078291213,0.938905447994022,0.657333333333333,-0.463039915860345,-2.11979998865044,1.00576557449178,"neut",1.98074398481586,0.0074931641922234,-0.424403307646133,0.629366972647661,0.120054453699301,2.73399873186947,"neut"
"GB40035",0,0,0,3,100.666666667,253.333333333,1,11,"neut",-1.07374827746098,-2.31294819598628,0.00887876945503744,0.9736,-0.535436424802801,-2.04733238951075,0.883152595440184,"neut",3.99181121458037,0.0036299393407417,-1.49401886653485,0.585410071420522,0.129076146980345,2.41850620720235,"neut"
"GB40095",12,0,10,0,363.333333333,842.666666667,1,11,"neut",-0.243924573506919,-1.37481365457078,0.932204997440892,0.667733333333333,-3.43137968818514,-4.9128439170461,-2.16399587974854,"neg",3.12202493270666,0.00830334300738274,-0.389993448221471,0.0323416177400427,0.00732437609442204,0.114864636730064,"neg"
"GB40096",0,2,0,2,39.6666666667,95.3333333333,1,11,"neut",-0.440919518277828,-1.71891363651061,0.780599673544556,0.756,-0.221793529310628,-1.93009903483685,1.32814126748158,"neut",3.70305946101114,0.00450296702996186,-0.664744940443305,0.801080514479538,0.145132674643546,3.77399281838151,"neut"
"GB40098",16,0,11,0,268.333333333,727.666666667,1,11,"neut",0.129352445314741,-1.13978503184462,1.30491250580542,0.4136,-4.13383150578666,-5.72966164083561,-2.69745229794978,"neg",2.93855535154618,0.0124094720775472,0.226299652902863,0.0160210659562769,0.00325055497443767,0.0673751541168812,"neg"
"GB40100",36,14,23,6,979,2579,1,11,"neut",0.237735828000071,-0.52863053661386,1.00459712245318,0.270133333333333,-2.21942898417526,-2.97007159922602,-1.50154123288098,"neg",3.61544628326877,0.00761504847652251,0.415384724056059,0.108670980684245,0.051323996612586,0.222785921288669,"neg"
"GB40101",1,1,1,5,43,116,1,11,"neut",-0.658561271869263,-1.8535756140019,0.428304101430388,0.882666666666667,-0.205100826635113,-1.53874495637472,1.18336228579198,"neut",0.94041775149471,0.0104230227172267,-1.31287123136651,0.814564917944161,0.214650096432456,3.26533366719185,"neut"
"GB40102",16,2,19,6,412.333333333,1159.66666667,1,11,"neut",-0.344033878962904,-1.34517406088459,0.647221041797028,0.756,-2.3885440306939,-3.29161017909199,-1.56798959964491,"neg",1.19152687847841,0.0150239551066088,-0.65793478886245,0.0917646123746163,0.0371937653899474,0.208463753948123,"neg"
"GB40103",9,9,15,0,188,556,1,11,"pos",1.3735957769306,0.436742903271962,2.35078254744281,0.00293333333333333,-2.9239837988857,-4.03565608368676,-1.98295740758547,"neg",1.13423688096434,0.0215008919102091,5.10984365300509,0.0311383728841339,0.0102508817317335,0.0797966605665069,"neg"
"GB40104",0,1,1,2,23,64,1,11,"neut",-0.352544655040493,-1.64003510075809,0.917775580985142,0.6944,-0.72201074599017,-2.5577149438545,0.943854513979625,"neut",1.38081057515206,0.00957599218197838,-0.650130343495527,0.485768976210394,0.0774814903309162,2.56986654102335,"neut"
"GB40105",0,1,0,1,19,77,1,11,"neut",-0.362000833453553,-1.67084675563542,0.945299268361037,0.7072,-1.05052921078802,-3.02757446491925,0.821048737674166,"neut",3.84183877994648,0.0051943635944767,-0.549892465904507,0.349729847232122,0.048433680453074,2.27291096960534,"neut"
"GB40106",14,4,14,8,423,1257,1,11,"neut",-0.372960196785505,-1.28214772453245,0.461987942757572,0.785066666666667,-1.77304584824263,-2.57728011676763,-1.00548229184991,"neg",1.64169155040093,0.0110387848848069,-0.659428778880394,0.16979689571963,0.0759802164831958,0.36587485019,"neg"
"GB40107",7,8,10,10,346,989,1,11,"neut",-0.196239513213292,-1.06680243220611,0.643720319112905,0.674666666666667,-1.02231939286235,-1.81647895854804,-0.210948767647005,"neg",1.58995224688677,0.0091065174738324,-0.35888285350635,0.359773818751696,0.162597183687436,0.809815305840363,"neg"
"GB40108",9,0,7,0,182.666666667,513.333333333,1,11,"neut",-0.0218607633519311,-1.24990142737913,1.14909639134375,0.515466666666667,-3.70207848736169,-5.28424984196589,-2.25830023707537,"neg",2.9353791211745,0.0108686737201779,-0.0369069981572995,0.0246727733898564,0.00507023788530566,0.104527951204796,"neg"
"GB40109",11,2,14,1,399.333333333,1097.66666667,1,11,"neut",0.0091693589777672,-1.04548570051001,1.02890883116702,0.495733333333333,-2.99377393500435,-4.18546377306091,-1.91462845269895,"neg",1.93632002995427,0.010539690134109,0.0167820937041111,0.0501048437062569,0.0152149700685994,0.147395829527428,"neg"
"GB40110",1,0,6,1,95,223,1,11,"neut",-0.221012154490249,-1.46106094999391,0.983269594498575,0.634133333333333,-2.425655193934,-4.02600150711459,-1.08055100632285,"neg",0.755245802901446,0.0155447009764582,-0.481745654856001,0.0884268481687836,0.0178453209091585,0.339408353781111,"neg"
"GB40111",0,0,1,2,88,218,1,11,"neut",-0.837566780427033,-2.03716689694263,0.417562742597398,0.905333333333333,-1.10670501782482,-2.79391046392236,0.390628742773133,"neut",3.22943199976095,0.00505102969433745,-1.23095609363294,0.330646523082454,0.0611807378627533,1.4779254820279,"neut"
"GB40112",45,9,53,26,1319.66666667,3252.33333333,1,11,"neut",-0.598909423795741,-1.29639121650898,0.0258737798430505,0.9696,-1.71274711635422,-2.15355701745107,-1.27281377167948,"neg",1.19395048874556,0.0137646413275187,-1.12020629747893,0.180375999601675,0.116069858503622,0.280036701874807,"neg"
"GB40113",9,3,13,1,417.666666667,1148.33333333,1,11,"neut",0.0365888984808194,-0.977417545167298,1.04900570666572,0.4712,-2.67193669116665,-3.82430146698877,-1.71777901960774,"neg",2.1358058293873,0.00905533742257838,0.0660962919908774,0.0691162268973843,0.0218361619369006,0.179472114128851,"neg"
"GB40114",7,3,19,3,245.333333333,627.666666667,1,11,"neut",0.287228842207759,-0.676204357560345,1.291135400748,0.266133333333333,-2.55762691715882,-3.54260059541188,-1.71387495869646,"neg",0.423346865440766,0.0229221121380398,0.826189836122898,0.0774883113004408,0.0289378066895899,0.180172989956987,"neg"
"GB40115",0,0,1,0,54,150,1,11,"neut",-0.442426586026343,-1.69196392145201,0.888346986936372,0.7536,-2.221502975549,-4.17723904315067,-0.446665581082986,"neg",4.55274645595144,0.00490674348620309,-0.648527407074315,0.108445840142829,0.0153406075947959,0.639757440349391,"neg"
"GB40116",1,1,2,1,129.666666667,305.333333333,1,11,"neut",-0.476645882437569,-1.72303716222209,0.676626841636368,0.775466666666667,-1.60775008282389,-3.10543379849413,-0.0897132779527275,"neg",4.02805635754825,0.00477373250197636,-0.706223026025969,0.200364611866782,0.044807139749684,0.914189074641463,"neg"
"GB40183",4,2,22,10,320.666666667,894.333333333,1,11,"neut",-0.352667440885533,-1.31472414749197,0.544048441038718,0.768,-1.77131400634099,-2.55005510653897,-1.11810107333161,"neg",-0.0192832184587869,0.0215071012254682,-1.28124868527502,0.170089423213147,0.0780772827220003,0.326899829795479,"neg"
"GB40184",4,2,13,4,312.333333333,905.666666667,1,11,"neut",-0.294655235916647,-1.24103377079782,0.735112027797662,0.725066666666667,-2.09122025891594,-3.0986816552269,-1.21117142616449,"neg",0.918254279773,0.0122632370629269,-0.605020749943046,0.123534596306597,0.0451102043382945,0.297847024277805,"neg"
"GB40185",4,3,18,3,241.333333333,763.666666667,1,11,"neut",0.267623218617227,-0.775017906363786,1.245016639751,0.309066666666667,-2.54832189154852,-3.50151730774831,-1.68820536811224,"neg",0.285168290267145,0.0217077081357274,0.847128771159138,0.0782127282716391,0.0301512840506991,0.184852865573652,"neg"
"GB40186",3,1,27,8,327.666666667,953.333333333,1,11,"neut",-0.358370230203558,-1.34228648441335,0.610184436151641,0.7528,-2.20750704677981,-2.98042695532236,-1.52100158337214,"neg",-0.189247957905451,0.0249911752837659,-1.30145769241956,0.109974245313054,0.0507866170739873,0.218492562493662,"neg"
"GB40187",1,1,21,4,313,911,1,11,"neut",-0.240195063227659,-1.25413860379569,0.737911227776118,0.691733333333333,-2.45911986602564,-3.46181673828058,-1.62550495410467,"neg",0.0142061197286159,0.0200500392853431,-0.868515018312041,0.0855281227098797,0.0313722095793791,0.196814712784533,"neg"
"GB40188",1,2,5,0,81.3333333333,248.666666667,1,11,"neut",0.324082815412499,-0.916677075338137,1.57255337039308,0.3016,-2.46988042511335,-3.94197294873651,-0.983533262718749,"neg",1.43566575950754,0.0128759940240624,0.685835961444643,0.0846184919506779,0.0193807321866172,0.373989111268711,"neg"
"GB40189",2,0,13,0,172.333333333,445.666666667,1,11,"neut",0.00252274387125773,-1.18045721767316,1.16537243310434,0.499733333333333,-3.43420414836143,-4.84929276516768,-2.16863653829737,"neg",0.447356592227753,0.0201852863810666,0.00655073399931004,0.0322504128948864,0.00782615040033494,0.114332870532181,"neg"
"GB40190",9,1,17,18,272,730,1,11,"neut",-0.865238662898826,-1.81708167636226,0.0267777536233843,0.9688,-1.11326551311276,-1.72774586929923,-0.489599073560526,"neg",0.0876237075976058,0.0213603485924109,-3.20532497338651,0.328484409542251,0.177695816417587,0.61287100801885,"neg"
"GB40191",7,6,23,10,317.333333333,924.666666667,1,11,"neut",0.191888222455107,-0.635132560847083,1.03310796463718,0.332266666666667,-1.82925150757307,-2.51322773633509,-1.12336936065751,"neg",0.149590958329019,0.0222766312109835,0.675955007936669,0.16053359255139,0.0810053417955674,0.325182145851355,"neg"
"GB40192",14,4,23,4,313.666666667,889.333333333,1,11,"neut",0.356062590739697,-0.630126140029098,1.29918023237054,0.232266666666667,-2.71594537614695,-3.64507781691086,-1.86371272501556,"neg",0.627396070058192,0.0229956177692198,0.942428134183159,0.0661408031675549,0.0261414874193539,0.155095541017997,"neg"
"GB40193",14,3,43,17,363,912,1,11,"neut",-0.170219141265254,-1.0483485336492,0.668326300518879,0.6464,-1.94978885700001,-2.4934158536438,-1.3896344611283,"neg",-0.250685455615621,0.0392224242535289,-0.638290473215681,0.142302184901702,0.0826063562714836,0.249162629519017,"neg"
"GB40194",6,6,23,2,286.666666667,805.333333333,1,11,"neut",0.791778977201605,-0.179979770869074,1.72351891833596,0.0541333333333333,-2.70866796201215,-3.73938186123368,-1.88462095793233,"neg",0.307192535674401,0.0234329186408956,3.31953814900035,0.0666238228833135,0.0237728222744092,0.151886286508073,"neg"
"GB40195",6,6,10,3,244.666666667,655.333333333,1,11,"neut",0.3088857695727,-0.642059920569156,1.28243257154219,0.244,-1.86075714075162,-2.89984402491954,-0.932563091172057,"neg",1.58861032865147,0.0113858261756655,0.636223815703308,0.155554631462115,0.0550316892051757,0.393548352540557,"neg"
"GB40196",6,5,19,7,297.333333333,857.666666667,1,11,"neut",0.15884787378118,-0.752332212568808,0.998077858167622,0.370133333333333,-1.92355562267687,-2.71470531515414,-1.13566582693775,"neg",0.325515337243944,0.0194290878990416,0.466627485283535,0.146085643944084,0.0662228607013875,0.321208005424004,"neg"
"GB40197",1,2,8,3,220.333333333,601.666666667,1,11,"neut",-0.320140152998359,-1.37973431500069,0.801929522128384,0.730133333333333,-1.73413090238431,-2.83663753203277,-0.730154801639673,"neg",1.10206040584284,0.010251855726674,-0.625940646620512,0.17656768428849,0.0586220366268389,0.481829432420023,"neg"
"GB40198",0,0,1,0,206.666666667,603.333333333,1,11,"neut",-0.917238394960062,-2.13607931930017,0.308213825814066,0.933333333333333,-1.96012716743269,-3.50287009372611,-0.34303443106293,"neg",8.2415575690698,0.00220736924110239,-1.17954549060511,0.140837992800221,0.0301105286945453,0.709600665904771,"neg"
"GB40199",1,0,2,3,100,287,1,11,"neut",-0.833389627368122,-2.07161249572744,0.30802795683486,0.922933333333333,-1.18778434866426,-2.58882617220694,0.155753015435921,"neut",2.10257897013868,0.00710272378359104,-1.33923884097335,0.304895456286834,0.0751079268086053,1.1685298107526,"neut"
"GB40200",9,7,19,10,315,903,1,11,"neut",0.143130066233455,-0.689272370561625,0.978327526855181,0.370666666666667,-1.65168109423963,-2.34198691702033,-0.958894112310639,"neg",0.508861014452183,0.018881037965615,0.373358052779785,0.19174253496512,0.0961418528958272,0.383287155636221,"neg"
"GB40201",10,3,19,7,325.333333333,889.666666667,1,11,"neut",-0.119663646059134,-1.10798905921683,0.748872555301814,0.5968,-2.07043571901527,-2.87458514958306,-1.32545182812944,"neg",0.545469036326741,0.0185096392057358,-0.288067444967764,0.126128686722124,0.0564393445364592,0.265676336981053,"neg"
"GB40202",11,7,28,11,308.666666667,900.333333333,1,11,"neut",0.347862704279773,-0.47751856214828,1.14816477215517,0.201333333333333,-1.9679935432114,-2.65914107222602,-1.36918889552168,"neg",0.079749216094829,0.0286034969058205,1.49558989400569,0.139733881014979,0.070006868185603,0.254308552206728,"neg"
"GB40203",29,12,10,8,864,2508,1,11,"neut",-0.389604797219049,-1.21256959577315,0.432808535160068,0.8296,-1.50681334451578,-2.30374115017334,-0.66606059998824,"neg",6.12079371964226,0.00429770903960292,-0.557497713131292,0.221614527828159,0.0998950550328428,0.513718306449009,"neg"
"GB40204",11,0,1,0,266,808,1,11,"neut",-0.533232231527293,-1.78887387034379,0.650094883213321,0.814133333333333,-3.03425706925099,-4.5879883768699,-1.54216505003619,"neg",13.4777065755986,0.00252432241428479,-0.701840143332614,0.048112802851614,0.0101801490727223,0.213917247539068,"neg"
"GB40205",25,0,4,0,616,1679,1,11,"neut",-0.572767343224147,-1.73670873610405,0.58068971329411,0.8376,-3.43035092750318,-4.90537304434514,-2.14428518912755,"neg",13.3484078792387,0.00263336162450341,-0.74912225604255,0.032374901576121,0.00738173332734876,0.117150930335985,"neg"
"GB40206",45,15,12,2,1251.66666667,3458.33333333,1,11,"neut",0.165119464886537,-0.70767122760675,1.06127554011704,0.3552,-2.36671677926781,-3.35119843232184,-1.50431935905044,"neg",9.80457308143522,0.00326152893796728,0.257293436188987,0.0937646101086531,0.0350416229276303,0.222167889471742,"neg"
"GB40207",14,13,0,3,326,958,1,11,"neut",-0.197789293841806,-1.29181478622519,0.816059831141327,0.641333333333333,-0.787429972390887,-1.91184034575647,0.428714082076817,"neut",15.8047106208687,0.00188607141642415,-0.275831174324335,0.455010774225677,0.147807415795957,1.53528201362681,"neut"
"GB40208",13,0,5,0,431.666666667,1101.33333333,1,11,"neut",-0.549348920063863,-1.68071009881087,0.553956427859246,0.833066666666667,-3.11866866871326,-4.65359088455061,-1.76451581430914,"neg",7.03633859807455,0.00394962494769312,-0.755076412287817,0.0442193205567274,0.0095486885044177,0.171243205008179,"neg"
"GB40209",10,3,12,2,250,563,1,11,"neut",0.2037920510347,-0.793393135932706,1.29189679794397,0.336266666666667,-2.43445923788793,-3.66308192236976,-1.44535456476387,"neg",1.48327870698251,0.014208214200746,0.413443038525032,0.0876540225902019,0.0256655738388613,0.235660708168978,"neg"
"GB40210",8,7,6,0,226,662,1,11,"neut",0.591831894300616,-0.458551618488819,1.60802631293493,0.126933333333333,-2.2682324123772,-3.54016653657887,-1.10072873442453,"neg",4.33383112546344,0.00685886695656016,1.12882773165526,0.103494911185028,0.0290083218877996,0.332628483032694,"neg"
"GB40211",1,3,4,2,89.3333333333,270.666666667,1,11,"neut",0.0607832945840791,-1.08639838535639,1.20567976499046,0.462666666666667,-1.43547636830553,-2.88263239837328,-0.148303459120137,"neg",1.43985313227141,0.0104879569811483,0.119704943259805,0.237999872105809,0.0559870168803334,0.862168401612199,"neg"
"GB40212",4,6,28,20,294.666666667,821.333333333,1,11,"neut",0.00729713887154421,-0.754548474507292,0.799611907668174,0.4904,-1.30996028250879,-1.85298115626224,-0.774694125900693,"neg",-0.313784650623152,0.02974930427742,0.0292675243237843,0.269823534686203,0.156768969268696,0.460842272800652,"neg"
"GB40214",0,1,0,5,27.3333333333,68.6666666667,1,11,"neut",-0.818817692231425,-2.06204836657556,0.367394415147128,0.9064,0.466858838657458,-1.04328483907599,1.96739172166907,"neut",1.20758642068286,0.00785934630412465,-1.5233873374581,1.59497578052555,0.352264949378312,7.15197679298584,"neut"
"GB40216",0,0,1,5,56.3333333333,147.666666667,1,11,"neut",-0.958546440391498,-2.21739577809075,0.244364570402986,0.935733333333333,-0.252934752572066,-1.66815843337386,1.15072209500429,"neut",1.23225554407005,0.00812545886492751,-1.78653638024073,0.776524766653586,0.188588812753627,3.16047334856343,"neut"
"GB40217",23,3,35,2,645.666666667,1796.33333333,1,11,"neut",0.236930368077082,-0.738361588287593,1.24433447369484,0.323733333333333,-3.44210289720392,-4.44258852456776,-2.6283899784275,"neg",1.09143254151882,0.0172682411730179,0.521183074995398,0.0319967170042815,0.0117693184774108,0.0721939443844341,"neg"
"GB40218",8,7,10,6,323.666666667,816.333333333,1,11,"neut",0.022587015310637,-0.825645228621009,0.900233784270882,0.480266666666667,-1.35083318286572,-2.26882104555573,-0.532685967129827,"neg",1.75269785840104,0.00948157759585048,0.0422761548477735,0.259018946864538,0.103434009100169,0.587022706751446,"neg"
"GB40219",12,0,21,4,400,899,1,11,"neut",-0.430360987150491,-1.46885351430769,0.591657706227139,0.794666666666667,-2.66265903338202,-3.7178265432559,-1.71937523216999,"neg",0.727674066488855,0.0168987325445699,-0.926575684147499,0.0697608794545936,0.0242908565161988,0.17918638012919,"neg"
